2.246752 , 0.000013, 26723, 0.000063, 23004, 6.259720
2.299764 , 0.000015, 25654, 0.000071, 25155, 6.268038
0.941393 , 0.000009, 16241, 0.000056, 15324, 4.949501
3.124167 , 0.000015, 27643, 0.000077, 23578, 7.233305
1.810810 , 0.000018, 23059, 0.000072, 19271, 5.918996
1.537035 , 0.000012, 23191, 0.000081, 18348, 5.518144
4.452059 , 0.000016, 28916, 0.000180, 24471, 8.484019
1.848933 , 0.000016, 26427, 0.000163, 20157, 5.962107
2.735078 , 0.000012, 27346, 0.000160, 21732, 6.852337
5.603633 , 0.000015, 32281, 0.000360, 24597, 9.996679
2.311022 , 0.000016, 28405, 0.000338, 21971, 6.595435
3.563394 , 0.000017, 27993, 0.000407, 21955, 7.775768
6.753416 , 0.000019, 32326, 0.000815, 24945, 11.262003
3.177823 , 0.000067, 33546, 0.000771, 23605, 7.469088
4.086813 , 0.000015, 33317, 0.000788, 22025, 8.511813
8.653879 , 0.000019, 40013, 0.002168, 29681, 13.163763
4.413223 , 0.000019, 41444, 0.002165, 22435, 8.810967
3.921279 , 0.000022, 41768, 0.002229, 22314, 8.457919
10.239605 , 0.000020, 43419, 0.005097, 31578, 14.821088
5.853651 , 0.000021, 44842, 0.005052, 23478, 10.411803
3.965810 , 0.000025, 33086, 0.005171, 18237, 8.634096
11.196346 , 0.000022, 51334, 0.010373, 31725, 15.853639
6.915632 , 0.000024, 45999, 0.011712, 23940, 11.466332
4.894999 , 0.000024, 44287, 0.011704, 20602, 9.483446
12.252329 , 0.000023, 51476, 0.023380, 31867, 17.041499
7.110592 , 0.000022, 45283, 0.023891, 25388, 11.832135
9.188971 , 0.000024, 51616, 0.025476, 28639, 14.017372
14.095910 , 0.000026, 57910, 0.062702, 33045, 18.997111
9.111866 , 0.000021, 48897, 0.063252, 25864, 14.002092
12.277505 , 0.000030, 53481, 0.070838, 29914, 17.199305
14.519660 , 0.000024, 58131, 0.172115, 33693, 19.371747
10.082772 , 0.000027, 47052, 0.168865, 25894, 15.079845
12.063302 , 0.000028, 50614, 0.172882, 31397, 17.034772
16.733090 , 0.000031, 58360, 0.456303, 34572, 21.907943
10.857007 , 0.000030, 52021, 0.474401, 26213, 16.217175
14.400652 , 0.000032, 61691, 0.470567, 37270, 19.605872
19.185992 , 0.000033, 61626, 1.169007, 35289, 25.156579
11.762474 , 0.000033, 64428, 1.158681, 26849, 17.685243
13.554971 , 0.000032, 62393, 1.167168, 36662, 19.495072
20.308518 , 0.000035, 62401, 2.744711, 35624, 27.946256
13.886761 , 0.000035, 64240, 2.741052, 27158, 21.450272
16.739636 , 0.000031, 69799, 2.754990, 38486, 24.298293
22.502495 , 0.000035, 63115, 6.323107, 35872, 33.624302
14.771531 , 0.000036, 68507, 6.311537, 31079, 25.952656
16.729197 , 0.000036, 65253, 6.343844, 36255, 27.976250
25.741595 , 0.000041, 86427, 14.346738, 35957, 44.908159
17.768800 , 0.000039, 71351, 14.358146, 36670, 36.948876
21.151481 , 0.000039, 80497, 14.442211, 40306, 40.449003
29.266725 , 0.000042, 91030, 32.348042, 38437, 66.467521
22.497988 , 0.000040, 76784, 32.232608, 36099, 59.621476
21.476072 , 0.000037, 78209, 32.412824, 38548, 58.821510
32.161956 , 0.000044, 93280, 73.786250, 39331, 110.878084
23.199831 , 0.000042, 74576, 74.385471, 36878, 102.497537
25.586595 , 0.000043, 88781, 74.125094, 39762, 104.639645
